PDATE,TOKEN,IN_TIME,OUT_TIME,TOTAL_TIME,STATUS
2023-09-11,543,2023-09-11 11:46:00,2023-09-11 20:19:59,08:33:59,
2023-09-12,543,,,,
2023-09-13,543,,,,
2023-09-14,543,,,,
2023-09-15,543,,,,
2023-09-16,543,,,,
2023-09-17,543,,,,
2023-09-18,543,,,,
2023-09-19,543,,,,
2023-09-20,543,,,,
2023-09-21,543,,,,
2023-09-22,543,,,,
2023-09-23,543,,,,
2023-09-24,543,,,,
2023-09-25,543,,,,
2023-09-26,543,,,,
2023-09-27,543,,,,
2023-09-28,543,,,,
2023-09-29,543,,,,
2023-09-30,543,,,,
2023-09-01,544,2023-09-01 06:48:59,2023-09-01 17:01:00,10:12:00,
2023-09-02,544,,,,
2023-09-03,544,2023-09-03 07:51:00,2023-09-03 16:48:00,08:57:00,
2023-09-04,544,2023-09-04 07:59:00,2023-09-04 17:15:59,09:16:59,
2023-09-05,544,2023-09-05 08:05:59,2023-09-05 17:17:59,09:12:00,
2023-09-06,544,2023-09-06 07:52:59,2023-09-06 17:42:59,09:50:00,
2023-09-07,544,2023-09-07 08:15:59,2023-09-07 17:34:00,09:18:00,
2023-09-08,544,2023-09-08 08:05:59,2023-09-08 17:06:59,09:01:00,
2023-09-09,544,2023-09-09 07:59:00,2023-09-09 17:48:00,09:49:00,
2023-09-10,544,,,,
2023-09-11,544,2023-09-11 08:03:00,2023-09-11 17:34:00,09:31:00,
2023-09-12,544,2023-09-12 08:19:59,2023-09-12 17:25:00,09:05:00,
2023-09-13,544,2023-09-13 08:21:00,2023-09-13 17:49:59,09:28:59,
2023-09-14,544,2023-09-14 06:45:00,2023-09-14 17:23:00,10:38:00,
2023-09-15,544,2023-09-15 08:21:00,2023-09-15 17:50:59,09:29:59,
2023-09-16,544,2023-09-16 08:03:00,2023-09-16 17:27:59,09:24:59,
2023-09-17,544,2023-09-17 07:16:00,2023-09-17 16:20:59,09:04:59,
2023-09-18,544,2023-09-18 06:51:00,2023-09-18 14:51:59,08:00:59,
2023-09-19,544,,,,
2023-09-20,544,,,,
2023-09-21,544,,,,
2023-09-22,544,,,,
2023-09-23,544,,,,
2023-09-24,544,,,,
2023-09-25,544,,,,
2023-09-26,544,,,,
2023-09-27,544,,,,
2023-09-28,544,,,,
2023-09-29,544,,,,
2023-09-30,544,,,,
2023-09-01,549,,,,
2023-09-02,549,,,,
2023-09-03,549,,,,
2023-09-04,549,,,,
2023-09-05,549,2023-09-05 18:56:00,2023-09-05 23:19:59,04:23:59,
2023-09-06,549,2023-09-06 18:52:00,2023-09-06 23:48:00,04:56:00,
2023-09-07,549,2023-09-07 19:02:00,2023-09-07 23:59:00,04:57:00,
2023-09-08,549,2023-09-08 18:51:00,2023-09-08 23:35:00,04:44:00,
2023-09-09,549,2023-09-09 18:55:00,2023-09-09 23:44:00,04:49:00,
2023-09-10,549,2023-09-10 18:52:00,2023-09-10 23:49:59,04:57:59,
2023-09-11,549,2023-09-11 18:54:00,2023-09-11 23:45:00,04:51:00,
2023-09-12,549,2023-09-12 18:54:00,2023-09-12 23:35:00,04:41:00,
2023-09-13,549,2023-09-13 09:33:00,2023-09-13 15:46:59,06:13:59,
2023-09-14,549,2023-09-14 18:43:00,2023-09-14 23:59:00,05:16:00,
2023-09-15,549,2023-09-15 18:54:00,2023-09-15 23:51:59,04:57:59,
2023-09-16,549,2023-09-16 19:04:00,2023-09-16 22:52:59,03:48:59,
2023-09-17,549,2023-09-17 18:46:59,2023-09-17 22:33:59,03:47:00,
2023-09-18,549,,,,
2023-09-19,549,,,,
2023-09-20,549,,,,
2023-09-21,549,,,,
2023-09-22,549,,,,
2023-09-23,549,,,,
2023-09-24,549,,,,
2023-09-25,549,,,,
2023-09-26,549,,,,
2023-09-27,549,,,,
2023-09-28,549,,,,
2023-09-29,549,,,,
2023-09-30,549,,,,
2023-09-01,559,2023-09-01 09:24:59,2023-09-01 17:52:59,08:28:00,
2023-09-02,559,2023-09-02 11:49:59,2023-09-02 18:06:00,06:16:00,
2023-09-03,559,,,,
2023-09-04,559,2023-09-04 09:17:00,2023-09-04 17:56:00,08:39:00,
2023-09-05,559,2023-09-05 09:35:59,2023-09-05 17:55:00,08:19:00,
2023-09-06,559,,,,
2023-09-07,559,2023-09-07 09:21:00,2023-09-07 17:59:00,08:38:00,
2023-09-08,559,2023-09-08 09:21:00,2023-09-08 17:58:00,08:37:00,
2023-09-09,559,2023-09-09 09:19:00,2023-09-09 18:00:00,08:41:00,
2023-09-10,559,,,,
2023-09-11,559,2023-09-11 09:33:59,2023-09-11 17:36:00,08:02:00,
2023-09-12,559,2023-09-12 09:17:00,2023-09-12 17:00:00,07:43:00,
2023-09-13,559,2023-09-13 09:25:59,2023-09-13 18:04:59,08:39:00,
2023-09-14,559,2023-09-14 09:12:59,2023-09-14 17:58:00,08:45:00,
2023-09-15,559,2023-09-15 09:17:00,2023-09-15 17:58:00,08:41:00,
2023-09-16,559,2023-09-16 09:32:00,2023-09-16 17:52:59,08:20:59,
2023-09-17,559,,,,
2023-09-18,559,,,,
2023-09-19,559,,,,
2023-09-20,559,,,,
2023-09-21,559,,,,
2023-09-22,559,,,,
2023-09-23,559,,,,
2023-09-24,559,,,,
2023-09-25,559,,,,
2023-09-26,559,,,,
2023-09-27,559,,,,
2023-09-28,559,,,,
2023-09-29,559,,,,
2023-09-30,559,,,,
2023-09-01,568,2023-09-01 08:30:59,2023-09-01 18:01:59,09:31:00,
2023-09-02,568,2023-09-02 08:32:00,2023-09-02 17:56:00,09:24:00,
2023-09-03,568,,,,
2023-09-04,568,2023-09-04 08:51:59,2023-09-04 18:13:59,09:22:00,
2023-09-05,568,2023-09-05 08:26:59,2023-09-05 18:20:00,09:53:00,
2023-09-06,568,2023-09-06 09:00:00,2023-09-06 17:53:59,08:53:59,
2023-09-07,568,2023-09-07 08:37:00,2023-09-07 17:50:59,09:13:59,
2023-09-08,568,2023-09-08 08:53:59,2023-09-08 18:09:00,09:15:00,
2023-09-09,568,2023-09-09 08:29:59,2023-09-09 18:01:59,09:32:00,
2023-09-10,568,,,,
2023-09-11,568,2023-09-11 08:23:00,2023-09-11 18:11:59,09:48:59,
2023-09-12,568,2023-09-12 08:36:00,2023-09-12 18:11:59,09:35:59,
2023-09-13,568,2023-09-13 08:25:00,2023-09-13 17:51:59,09:26:59,
2023-09-14,568,2023-09-14 08:26:59,2023-09-14 18:22:59,09:56:00,
2023-09-15,568,2023-09-15 08:30:59,2023-09-15 17:45:00,09:14:00,
2023-09-16,568,2023-09-16 08:27:59,2023-09-16 18:13:59,09:46:00,
2023-09-17,568,,,,
2023-09-18,568,2023-09-18 09:40:00,2023-09-18 17:26:00,07:46:00,
2023-09-19,568,,,,
2023-09-20,568,,,,
2023-09-21,568,,,,
2023-09-22,568,,,,
2023-09-23,568,,,,
2023-09-24,568,,,,
2023-09-25,568,,,,
2023-09-26,568,,,,
2023-09-27,568,,,,
2023-09-28,568,,,,
2023-09-29,568,,,,
2023-09-30,568,,,,
2023-09-01,573,2023-09-01 08:35:00,2023-09-01 23:33:00,14:58:00,
2023-09-02,573,2023-09-02 00:18:00,2023-09-02 10:40:00,10:22:00,
2023-09-03,573,,,,
2023-09-04,573,2023-09-04 08:10:00,2023-09-04 18:10:00,10:00:00,
2023-09-05,573,2023-09-05 08:30:59,2023-09-05 18:54:00,10:23:00,
2023-09-06,573,2023-09-06 08:37:59,2023-09-06 18:22:00,09:44:00,
2023-09-07,573,2023-09-07 08:40:59,2023-09-07 18:38:59,09:58:00,
2023-09-08,573,2023-09-08 08:51:59,2023-09-08 17:52:59,09:01:00,
2023-09-09,573,2023-09-09 08:45:00,2023-09-09 17:03:59,08:18:59,
2023-09-10,573,,,,
2023-09-11,573,2023-09-11 08:44:00,2023-09-11 23:46:00,15:02:00,
2023-09-12,573,2023-09-12 00:14:59,2023-09-12 10:27:00,10:12:00,
2023-09-13,573,2023-09-13 08:25:00,2023-09-13 18:01:59,09:36:59,
2023-09-14,573,2023-09-14 08:32:00,2023-09-14 18:00:00,09:28:00,
2023-09-15,573,2023-09-15 08:40:59,2023-09-15 18:10:00,09:29:00,
2023-09-16,573,2023-09-16 08:58:00,2023-09-16 18:23:59,09:25:59,
2023-09-17,573,,,,
2023-09-18,573,,,,
2023-09-19,573,,,,
2023-09-20,573,,,,
2023-09-21,573,,,,
2023-09-22,573,,,,
2023-09-23,573,,,,
2023-09-24,573,,,,
2023-09-25,573,,,,
2023-09-26,573,,,,
2023-09-27,573,,,,
2023-09-28,573,,,,
2023-09-29,573,,,,
2023-09-30,573,,,,
2023-09-01,574,2023-09-01 12:31:00,2023-09-01 23:48:00,11:17:00,
2023-09-02,574,2023-09-02 08:06:59,2023-09-02 18:20:00,10:13:00,
2023-09-03,574,2023-09-03 08:06:59,2023-09-03 18:37:59,10:31:00,
2023-09-04,574,2023-09-04 07:21:59,2023-09-04 18:47:59,11:26:00,
2023-09-05,574,2023-09-05 07:15:00,2023-09-05 19:17:00,12:02:00,
2023-09-06,574,2023-09-06 07:18:00,2023-09-06 18:51:00,11:33:00,
2023-09-07,574,2023-09-07 07:15:00,2023-09-07 19:03:00,11:48:00,
2023-09-08,574,2023-09-08 07:02:00,2023-09-08 18:35:59,11:33:59,
2023-09-09,574,2023-09-09 07:15:00,2023-09-09 23:10:00,15:55:00,
2023-09-10,574,,,,
2023-09-11,574,2023-09-11 07:03:00,2023-09-11 19:04:00,12:01:00,
2023-09-12,574,2023-09-12 07:12:59,2023-09-12 18:56:00,11:43:00,
2023-09-13,574,,,,
2023-09-14,574,2023-09-14 07:18:59,2023-09-14 19:28:00,12:09:00,
2023-09-15,574,2023-09-15 06:59:59,2023-09-15 18:11:59,11:12:00,
2023-09-16,574,,,,
2023-09-17,574,2023-09-17 07:18:59,2023-09-17 16:27:00,09:08:00,
2023-09-18,574,2023-09-18 07:05:00,2023-09-18 16:50:00,09:45:00,
2023-09-19,574,,,,
2023-09-20,574,,,,
2023-09-21,574,,,,
2023-09-22,574,,,,
2023-09-23,574,,,,
2023-09-24,574,,,,
2023-09-25,574,,,,
2023-09-26,574,,,,
2023-09-27,574,,,,
2023-09-28,574,,,,
2023-09-29,574,,,,
2023-09-30,574,,,,
2023-09-01,575,2023-09-01 10:23:59,2023-09-01 21:31:00,11:07:00,
2023-09-02,575,2023-09-02 10:14:00,2023-09-02 21:31:00,11:17:00,
2023-09-03,575,2023-09-03 10:51:00,2023-09-03 21:30:00,10:39:00,
2023-09-04,575,2023-09-04 11:52:59,2023-09-04 20:12:00,08:19:00,
2023-09-05,575,2023-09-05 10:37:00,2023-09-05 21:30:00,10:53:00,
2023-09-06,575,2023-09-06 11:40:59,2023-09-06 20:48:59,09:08:00,
2023-09-06,575,2023-09-06 11:40:59,2023-09-07 20:23:00,08:42:00,
2023-09-07,575,,,,
2023-09-08,575,2023-09-08 11:06:59,2023-09-08 20:02:00,08:55:00,
2023-09-09,575,2023-09-09 11:41:59,2023-09-09 20:10:00,08:28:00,
2023-09-10,575,2023-09-10 13:53:59,2023-09-10 20:32:00,06:38:00,
2023-09-11,575,2023-09-11 11:02:00,2023-09-11 19:43:59,08:41:59,
2023-09-12,575,2023-09-12 10:47:00,2023-09-12 19:52:00,09:05:00,
2023-09-13,575,2023-09-13 10:51:00,2023-09-13 20:22:00,09:31:00,
2023-09-14,575,2023-09-14 10:55:59,2023-09-14 20:15:59,09:20:00,
2023-09-15,575,2023-09-15 10:33:59,2023-09-15 19:41:59,09:08:00,
2023-09-16,575,2023-09-16 10:41:00,2023-09-16 20:07:59,09:26:59,
2023-09-17,575,,,,
2023-09-18,575,,,,
2023-09-19,575,,,,
2023-09-20,575,,,,
2023-09-21,575,,,,
2023-09-22,575,,,,
2023-09-23,575,,,,
2023-09-24,575,,,,
2023-09-25,575,,,,
2023-09-26,575,,,,
2023-09-27,575,,,,
2023-09-28,575,,,,
2023-09-29,575,,,,
2023-09-30,575,,,,
2023-09-01,577,,,,
2023-09-02,577,2023-09-02 18:40:00,2023-09-02 23:03:59,04:23:59,
2023-09-03,577,2023-09-03 18:33:59,2023-09-03 23:10:00,04:36:00,
2023-09-04,577,2023-09-04 18:35:59,2023-09-04 23:40:59,05:05:00,
2023-09-05,577,2023-09-05 18:35:59,2023-09-05 23:12:00,04:36:00,
2023-09-06,577,2023-09-06 18:35:59,2023-09-06 23:16:59,04:41:00,
2023-09-07,577,2023-09-07 18:33:00,2023-09-07 23:03:59,04:30:59,
2023-09-08,577,2023-09-08 14:34:00,2023-09-08 23:37:59,09:03:59,
2023-09-09,577,2023-09-09 18:35:59,2023-09-09 23:15:59,04:40:00,
2023-09-10,577,,,,
2023-09-11,577,2023-09-11 18:33:00,2023-09-11 23:16:59,04:43:59,
2023-09-12,577,2023-09-12 18:35:59,2023-09-12 23:35:00,04:59:00,
2023-09-13,577,2023-09-13 18:30:00,2023-09-13 23:37:00,05:07:00,
2023-09-14,577,2023-09-14 18:36:59,2023-09-14 23:48:00,05:11:00,
2023-09-15,577,2023-09-15 18:35:59,2023-09-15 23:46:00,05:10:00,
2023-09-16,577,2023-09-16 18:33:59,2023-09-16 23:10:00,04:36:00,
2023-09-17,577,2023-09-17 18:33:59,2023-09-17 23:41:59,05:08:00,
2023-09-18,577,,,,
2023-09-19,577,,,,
2023-09-20,577,,,,
2023-09-21,577,,,,
2023-09-22,577,,,,
2023-09-23,577,,,,
2023-09-24,577,,,,
2023-09-25,577,,,,
2023-09-26,577,,,,
2023-09-27,577,,,,
2023-09-28,577,,,,
2023-09-29,577,,,,
2023-09-30,577,,,,
2023-09-01,579,2023-09-01 05:02:00,2023-09-01 16:21:59,11:19:59,
2023-09-02,579,2023-09-02 05:22:00,2023-09-02 17:33:00,12:11:00,
2023-09-03,579,2023-09-03 05:15:59,2023-09-03 16:12:59,10:57:00,
2023-09-04,579,2023-09-04 05:04:59,2023-09-04 16:28:00,11:23:00,
2023-09-05,579,2023-09-05 05:13:00,2023-09-05 16:26:00,11:13:00,
2023-09-06,579,2023-09-06 05:08:59,2023-09-06 17:12:00,12:03:00,
2023-09-07,579,2023-09-07 05:14:00,2023-09-07 16:54:59,11:40:59,
2023-09-08,579,2023-09-08 05:11:00,2023-09-08 16:09:59,10:58:59,
2023-09-09,579,2023-09-09 05:03:00,2023-09-09 16:30:00,11:27:00,
2023-09-10,579,2023-09-10 05:11:00,2023-09-10 16:41:00,11:30:00,
2023-09-11,579,2023-09-11 05:04:59,2023-09-11 16:40:00,11:35:00,
2023-09-12,579,2023-09-12 05:27:59,2023-09-12 07:44:59,02:17:00,
2023-09-13,579,2023-09-13 05:00:00,2023-09-13 16:40:00,11:40:00,
2023-09-14,579,2023-09-14 04:51:00,2023-09-14 16:10:59,11:19:59,
2023-09-15,579,2023-09-15 05:21:00,2023-09-15 16:52:59,11:31:59,
2023-09-16,579,,,,
2023-09-17,579,,,,
2023-09-18,579,2023-09-18 05:15:00,2023-09-18 14:59:00,09:44:00,
2023-09-19,579,,,,
2023-09-20,579,,,,
2023-09-21,579,,,,
2023-09-22,579,,,,
2023-09-23,579,,,,
2023-09-24,579,,,,
2023-09-25,579,,,,
2023-09-26,579,,,,
2023-09-27,579,,,,
2023-09-28,579,,,,
2023-09-29,579,,,,
2023-09-30,579,,,,
2023-09-01,593,2023-09-01 12:55:00,2023-09-01 22:06:00,09:11:00,
2023-09-02,593,2023-09-02 12:37:59,2023-09-02 22:09:59,09:32:00,
2023-09-03,593,2023-09-03 12:49:59,2023-09-03 22:12:59,09:23:00,
2023-09-04,593,,,,
2023-09-05,593,2023-09-05 12:45:59,2023-09-05 22:09:59,09:24:00,
2023-09-06,593,2023-09-06 12:45:59,2023-09-06 22:17:00,09:31:00,
2023-09-07,593,2023-09-07 12:56:59,2023-09-07 22:18:00,09:21:00,
2023-09-08,593,2023-09-08 12:51:00,2023-09-08 22:15:00,09:24:00,
2023-09-09,593,2023-09-09 12:48:59,2023-09-09 22:12:59,09:24:00,
2023-09-10,593,2023-09-10 12:40:00,2023-09-10 22:10:59,09:30:59,
2023-09-11,593,,,,
2023-09-12,593,2023-09-12 12:40:00,2023-09-12 22:14:00,09:34:00,
2023-09-13,593,,,,
2023-09-14,593,2023-09-14 12:26:59,2023-09-14 22:15:00,09:48:00,
2023-09-15,593,2023-09-15 12:49:59,2023-09-15 22:09:59,09:20:00,
2023-09-16,593,2023-09-16 12:45:00,2023-09-16 22:18:59,09:33:59,
2023-09-17,593,2023-09-17 12:55:00,2023-09-17 22:06:00,09:11:00,
2023-09-18,593,2023-09-18 12:45:59,2023-09-18 21:59:59,09:14:00,
2023-09-19,593,,,,
2023-09-20,593,,,,
2023-09-21,593,,,,
2023-09-22,593,,,,
2023-09-23,593,,,,
2023-09-24,593,,,,
2023-09-25,593,,,,
2023-09-26,593,,,,
2023-09-27,593,,,,
2023-09-28,593,,,,
2023-09-29,593,,,,
2023-09-30,593,,,,
2023-09-01,597,,,,
2023-09-02,597,2023-09-02 13:11:59,2023-09-02 23:50:59,10:39:00,
2023-09-03,597,2023-09-03 13:06:00,2023-09-03 23:39:59,10:33:59,
2023-09-04,597,2023-09-04 13:07:00,2023-09-04 23:44:00,10:37:00,
2023-09-05,597,2023-09-05 13:08:59,2023-09-05 23:51:59,10:43:00,
2023-09-06,597,2023-09-06 13:07:00,2023-09-06 23:48:00,10:41:00,
2023-09-07,597,2023-09-07 13:07:59,2023-09-07 23:51:59,10:44:00,
2023-09-08,597,2023-09-08 13:23:59,2023-09-08 23:34:00,10:10:00,
2023-09-09,597,2023-09-09 13:04:00,2023-09-09 23:37:59,10:33:59,
2023-09-10,597,2023-09-10 13:06:00,2023-09-10 23:37:59,10:31:59,
2023-09-11,597,2023-09-11 12:11:00,2023-09-11 22:02:00,09:51:00,
2023-09-12,597,2023-09-12 12:56:59,2023-09-12 23:30:59,10:34:00,
2023-09-13,597,2023-09-13 13:04:00,2023-09-13 23:28:59,10:24:59,
2023-09-14,597,,,,
2023-09-15,597,2023-09-15 13:10:59,2023-09-15 23:42:59,10:32:00,
2023-09-16,597,2023-09-16 13:12:59,2023-09-16 23:37:00,10:24:00,
2023-09-17,597,2023-09-17 13:12:59,2023-09-17 23:41:59,10:29:00,
2023-09-18,597,,,,
2023-09-19,597,,,,
2023-09-20,597,,,,
2023-09-21,597,,,,
2023-09-22,597,,,,
2023-09-23,597,,,,
2023-09-24,597,,,,
2023-09-25,597,,,,
2023-09-26,597,,,,
2023-09-27,597,,,,
2023-09-28,597,,,,
2023-09-29,597,,,,
2023-09-30,597,,,,
2023-09-01,598,2023-09-01 18:45:00,2023-09-01 23:17:59,04:32:59,
2023-09-02,598,2023-09-02 18:53:00,2023-09-02 23:22:00,04:29:00,
2023-09-03,598,2023-09-03 18:41:00,2023-09-03 23:18:59,04:37:59,
2023-09-04,598,2023-09-04 12:48:59,2023-09-04 23:16:59,10:28:00,
2023-09-05,598,2023-09-05 12:43:00,2023-09-05 23:28:59,10:45:59,
2023-09-06,598,2023-09-06 12:45:00,2023-09-06 23:18:59,10:33:59,
2023-09-07,598,2023-09-07 18:44:00,2023-09-07 23:26:00,04:42:00,
2023-09-08,598,,,,
2023-09-09,598,,,,
2023-09-10,598,,,,
2023-09-11,598,,,,
2023-09-12,598,2023-09-12 22:37:00,2023-09-13 11:58:00,13:21:00,
2023-09-13,598,,,,
2023-09-14,598,2023-09-14 23:28:59,2023-09-15 11:52:59,12:24:00,
2023-09-15,598,,,,
2023-09-16,598,2023-09-16 12:33:59,2023-09-16 23:36:00,11:02:00,
2023-09-17,598,2023-09-17 12:38:59,2023-09-17 23:23:00,10:44:00,
2023-09-18,598,2023-09-18 18:38:59,2023-09-18 23:19:59,04:41:00,
2023-09-19,598,,,,
2023-09-20,598,,,,
2023-09-21,598,,,,
2023-09-22,598,,,,
2023-09-23,598,,,,
2023-09-24,598,,,,
2023-09-25,598,,,,
2023-09-26,598,,,,
2023-09-27,598,,,,
2023-09-28,598,,,,
2023-09-29,598,,,,
2023-09-30,598,,,,
2023-09-01,600,,,,
2023-09-02,600,2023-09-02 12:33:59,2023-09-02 23:57:00,11:23:00,
2023-09-03,600,2023-09-03 12:46:59,2023-09-03 22:55:59,10:09:00,
2023-09-04,600,,,,
2023-09-05,600,2023-09-05 19:32:59,2023-09-05 23:30:59,03:58:00,
2023-09-06,600,2023-09-06 19:02:00,2023-09-06 23:33:00,04:31:00,
2023-09-07,600,2023-09-07 19:15:00,2023-09-07 23:48:59,04:33:59,
2023-09-08,600,2023-09-08 18:55:00,2023-09-08 22:53:59,03:58:59,
2023-09-09,600,2023-09-09 19:10:59,2023-09-09 23:36:00,04:25:00,
2023-09-10,600,2023-09-10 19:09:59,2023-09-10 22:52:00,03:42:00,
2023-09-11,600,2023-09-11 19:15:00,2023-09-11 23:16:59,04:01:59,
2023-09-12,600,,,,
2023-09-13,600,2023-09-13 19:28:00,2023-09-13 23:01:00,03:33:00,
2023-09-14,600,,,,
2023-09-15,600,2023-09-15 18:58:59,2023-09-15 22:57:59,03:59:00,
2023-09-16,600,2023-09-16 19:05:00,2023-09-16 22:37:00,03:32:00,
2023-09-17,600,2023-09-17 19:06:00,2023-09-17 22:29:00,03:23:00,
2023-09-18,600,2023-09-18 19:10:59,2023-09-18 22:34:59,03:24:00,
2023-09-19,600,2023-09-19 07:18:00,2023-09-19 13:42:59,06:24:59,
2023-09-20,600,,,,
2023-09-21,600,,,,
2023-09-22,600,,,,
2023-09-23,600,,,,
2023-09-24,600,,,,
2023-09-25,600,,,,
2023-09-26,600,,,,
2023-09-27,600,,,,
2023-09-28,600,,,,
2023-09-29,600,,,,
2023-09-30,600,,,,
2023-09-01,601,,,,
2023-09-02,601,,,,
2023-09-03,601,,,,
2023-09-04,601,2023-09-04 12:53:00,2023-09-04 22:50:00,09:57:00,
2023-09-05,601,2023-09-05 12:49:59,2023-09-05 23:07:59,10:18:00,
2023-09-06,601,2023-09-06 19:31:59,2023-09-06 23:39:59,04:08:00,
2023-09-07,601,,,,
2023-09-08,601,2023-09-08 12:48:59,2023-09-08 23:15:59,10:27:00,
2023-09-09,601,2023-09-09 12:54:00,2023-09-09 23:10:00,10:16:00,
2023-09-10,601,,,,
2023-09-11,601,2023-09-11 12:47:59,2023-09-11 23:30:59,10:43:00,
2023-09-12,601,2023-09-12 12:52:00,2023-09-12 23:21:00,10:29:00,
2023-09-13,601,2023-09-13 12:53:00,2023-09-13 22:59:00,10:06:00,
2023-09-14,601,2023-09-14 12:53:00,2023-09-14 22:54:59,10:01:59,
2023-09-15,601,2023-09-15 12:48:59,2023-09-15 23:30:59,10:42:00,
2023-09-16,601,2023-09-16 12:48:59,2023-09-16 23:58:00,11:09:00,
2023-09-17,601,2023-09-17 13:02:00,2023-09-17 23:37:00,10:35:00,
2023-09-18,601,2023-09-18 12:53:00,2023-09-18 21:58:59,09:05:59,
2023-09-19,601,,,,
2023-09-20,601,,,,
2023-09-21,601,,,,
2023-09-22,601,,,,
2023-09-23,601,,,,
2023-09-24,601,,,,
2023-09-25,601,,,,
2023-09-26,601,,,,
2023-09-27,601,,,,
2023-09-28,601,,,,
2023-09-29,601,,,,
2023-09-30,601,,,,
2023-09-01,602,,,,
2023-09-02,602,2023-09-02 05:47:00,2023-09-02 17:19:59,11:32:59,
2023-09-03,602,2023-09-03 05:37:59,2023-09-03 15:24:59,09:47:00,
2023-09-04,602,2023-09-04 05:48:59,2023-09-04 15:20:00,09:31:00,
2023-09-05,602,2023-09-05 05:36:00,2023-09-05 15:10:00,09:34:00,
2023-09-06,602,2023-09-06 05:33:00,2023-09-06 15:56:00,10:23:00,
2023-09-07,602,2023-09-07 05:41:59,2023-09-07 15:38:59,09:57:00,
2023-09-08,602,2023-09-08 05:40:59,2023-09-08 14:12:00,08:31:00,
2023-09-09,602,2023-09-09 05:27:59,2023-09-09 15:22:59,09:55:00,
2023-09-10,602,2023-09-10 05:42:59,2023-09-10 16:54:59,11:12:00,
2023-09-11,602,2023-09-11 05:30:59,2023-09-11 15:30:00,09:59:00,
2023-09-12,602,2023-09-12 05:22:00,2023-09-12 15:46:59,10:24:59,
2023-09-13,602,2023-09-13 04:30:00,2023-09-13 15:47:59,11:17:59,
2023-09-14,602,,,,
2023-09-15,602,2023-09-15 05:33:00,2023-09-15 15:31:00,09:58:00,
2023-09-16,602,2023-09-16 05:35:00,2023-09-16 14:57:00,09:22:00,
2023-09-17,602,,,,
2023-09-18,602,,,,
2023-09-19,602,,,,
2023-09-20,602,,,,
2023-09-21,602,,,,
2023-09-22,602,,,,
2023-09-23,602,,,,
2023-09-24,602,,,,
2023-09-25,602,,,,
2023-09-26,602,,,,
2023-09-27,602,,,,
2023-09-28,602,,,,
2023-09-29,602,,,,
2023-09-30,602,,,,
2023-09-01,604,2023-09-01 07:04:00,2023-09-01 16:30:59,09:26:59,
2023-09-02,604,2023-09-02 07:00:59,2023-09-02 17:21:00,10:20:00,
2023-09-03,604,2023-09-03 07:04:00,2023-09-03 16:33:59,09:29:59,
2023-09-04,604,,,,
2023-09-05,604,,,,
2023-09-06,604,2023-09-06 07:00:59,2023-09-06 16:44:59,09:44:00,
2023-09-07,604,2023-09-07 06:59:59,2023-09-07 16:52:59,09:53:00,
2023-09-08,604,2023-09-08 07:02:00,2023-09-08 16:42:59,09:40:59,
2023-09-09,604,2023-09-09 06:59:59,2023-09-09 16:51:00,09:51:00,
2023-09-10,604,2023-09-10 07:05:00,2023-09-10 16:37:00,09:32:00,
2023-09-11,604,,,,
2023-09-12,604,2023-09-12 07:04:00,2023-09-12 16:34:59,09:30:59,
2023-09-13,604,2023-09-13 07:04:00,2023-09-13 17:03:59,09:59:59,
2023-09-14,604,2023-09-14 07:05:00,2023-09-14 16:22:59,09:17:59,
2023-09-15,604,2023-09-15 07:04:00,2023-09-15 16:30:00,09:26:00,
2023-09-16,604,2023-09-16 07:06:00,2023-09-16 16:42:59,09:36:59,
2023-09-17,604,,,,
2023-09-18,604,2023-09-18 06:55:00,2023-09-18 16:18:59,09:23:59,
2023-09-19,604,,,,
2023-09-20,604,,,,
2023-09-21,604,,,,
2023-09-22,604,,,,
2023-09-23,604,,,,
2023-09-24,604,,,,
2023-09-25,604,,,,
2023-09-26,604,,,,
2023-09-27,604,,,,
2023-09-28,604,,,,
2023-09-29,604,,,,
2023-09-30,604,,,,
2023-09-01,606,2023-09-01 12:55:00,2023-09-01 21:51:00,08:56:00,
2023-09-02,606,,,,
2023-09-03,606,,,,
2023-09-04,606,,,,
2023-09-05,606,,,,
2023-09-06,606,,,,
2023-09-07,606,,,,
2023-09-08,606,,,,
2023-09-09,606,,,,
2023-09-10,606,,,,
2023-09-11,606,,,,
2023-09-12,606,,,,
2023-09-13,606,2023-09-13 21:42:00,2023-09-14 08:40:59,10:58:59,
2023-09-14,606,,,,
2023-09-15,606,,,,
2023-09-16,606,,,,
2023-09-17,606,,,,
2023-09-18,606,2023-09-18 20:08:59,2023-09-19 08:24:00,12:15:00,
2023-09-19,606,,,,
2023-09-20,606,,,,
2023-09-21,606,,,,
2023-09-22,606,,,,
2023-09-23,606,,,,
2023-09-24,606,,,,
2023-09-25,606,,,,
2023-09-26,606,,,,
2023-09-27,606,,,,
2023-09-28,606,,,,
2023-09-29,606,,,,
2023-09-30,606,,,,
2023-09-01,607,2023-09-01 07:07:00,2023-09-01 16:18:59,09:11:59,
2023-09-02,607,2023-09-02 07:06:00,2023-09-02 16:57:59,09:51:59,
2023-09-03,607,,,,
2023-09-04,607,2023-09-04 07:06:00,2023-09-04 16:22:59,09:16:59,
2023-09-05,607,2023-09-05 07:06:00,2023-09-05 16:55:59,09:49:59,
2023-09-06,607,2023-09-06 07:00:59,2023-09-06 16:32:59,09:32:00,
