empcode,punchtime,punchdate,terminal_sl,punch_date_time
10014,09:20:10,2024-03-19,CK5O223960315,20240319 092010
40,09:20:21,2024-03-19,CK5O223960333,20240319 092021
11333,09:23:22,2024-03-19,CK5O223960315,20240319 092322
11524,09:26:00,2024-03-19,CK5O223960315,20240319 092600
81,09:34:42,2024-03-19,CK5O223960315,20240319 093442
102,09:39:32,2024-03-19,CK5O223960315,20240319 093932
11513,09:43:01,2024-03-19,CK5O223960315,20240319 094301
10024,09:44:20,2024-03-19,CK5O223960315,20240319 094420
11360,09:47:32,2024-03-19,CK5O223960315,20240319 094732
11468,09:57:01,2024-03-19,CK5O223960315,20240319 095701
347,09:57:17,2024-03-19,CK5O223960315,20240319 095717
11510,09:58:31,2024-03-19,CK5O223960315,20240319 095831
105,10:54:37,2024-03-19,CK5O223960315,20240319 105437
10022,11:22:39,2024-03-19,CK5O223960315,20240319 112239
353,11:25:54,2024-03-19,CK5O223960315,20240319 112554
349,12:00:21,2024-03-19,CK5O223960315,20240319 120021
338,12:01:54,2024-03-19,CK5O223960315,20240319 120154
346,12:14:34,2024-03-19,CK5O223960315,20240319 121434
11430,12:19:17,2024-03-19,CK5O223960315,20240319 121917
311,12:27:22,2024-03-19,CK5O223960315,20240319 122722
292,12:29:34,2024-03-19,CK5O223960315,20240319 122934
10023,12:36:05,2024-03-19,CK5O223960315,20240319 123605
328,12:48:34,2024-03-19,CK5O223960315,20240319 124834
75,12:53:20,2024-03-19,CK5O223960315,20240319 125320
11502,12:59:07,2024-03-19,CK5O223960315,20240319 125907
11526,13:00:00,2024-03-19,CK5O223960315,20240319 130000
703,13:00:07,2024-03-19,CK5O223960333,20240319 130007
355,13:00:27,2024-03-19,CK5O223960315,20240319 130027
38,13:16:09,2024-03-19,CK5O223960315,20240319 131609
354,13:17:39,2024-03-19,CK5O223960315,20240319 131739
11493,13:19:39,2024-03-19,CK5O223960315,20240319 131939
11521,13:22:05,2024-03-19,CK5O223960315,20240319 132205
574,16:24:16,2024-03-19,CK5O223960352,20240319 162416
263,16:30:29,2024-03-19,CK5O223960315,20240319 163029
351,16:32:54,2024-03-19,CK5O223960315,20240319 163254
11469,16:49:27,2024-03-19,CK5O223960315,20240319 164927
344,16:56:27,2024-03-19,CK5O223960315,20240319 165627
11514T,16:57:28,2024-03-19,CK5O223960315,20240319 165728
11510,17:23:41,2024-03-19,CK5O223960315,20240319 172341
3,17:23:44,2024-03-19,CK5O223960333,20240319 172344
11522,17:25:45,2024-03-19,CK5O223960315,20240319 172545
195,17:27:51,2024-03-19,CK5O223960315,20240319 172751
454,17:28:24,2024-03-19,CK5O223960333,20240319 172824
214,17:28:38,2024-03-19,CK5O223960333,20240319 172838
425,17:28:57,2024-03-19,CK5O223960333,20240319 172857
557,17:29:03,2024-03-19,CK5O223960333,20240319 172903
676,17:29:07,2024-03-19,CK5O223960297,20240319 172907
547,17:29:17,2024-03-19,CK5O223960297,20240319 172917
614,17:29:24,2024-03-19,CK5O223960297,20240319 172924
721,17:29:29,2024-03-19,CK5O223960333,20240319 172929
729,17:29:34,2024-03-19,CK5O223960333,20240319 172934
702,17:29:35,2024-03-19,CK5O223960297,20240319 172935
2,17:29:38,2024-03-19,CK5O223960333,20240319 172938
602,17:29:42,2024-03-19,CK5O223960297,20240319 172942
106,17:29:46,2024-03-19,CK5O223960333,20240319 172946
647,17:29:50,2024-03-19,CK5O223960297,20240319 172950
592,17:29:52,2024-03-19,CK5O223960333,20240319 172952
714,17:29:56,2024-03-19,CK5O223960333,20240319 172956
720,17:30:01,2024-03-19,CK5O223960333,20240319 173001
611,17:30:06,2024-03-19,CK5O223960333,20240319 173006
114,17:30:08,2024-03-19,CK5O223960352,20240319 173008
706,17:30:11,2024-03-19,CK5O223960333,20240319 173011
523,17:30:15,2024-03-19,CK5O223960297,20240319 173015
8,17:30:16,2024-03-19,CK5O223960333,20240319 173016
89,17:30:18,2024-03-19,CK5O223960352,20240319 173018
656,17:30:22,2024-03-19,CK5O223960297,20240319 173022
464,17:30:23,2024-03-19,CK5O223960333,20240319 173023
673,17:30:26,2024-03-19,CK5O223960297,20240319 173026
275,17:30:27,2024-03-19,CK5O223960352,20240319 173027
603,17:30:31,2024-03-19,CK5O223960297,20240319 173031
502,17:30:33,2024-03-19,CK5O223960352,20240319 173033
366,17:30:38,2024-03-19,CK5O223960297,20240319 173038
600,17:30:38,2024-03-19,CK5O223960352,20240319 173038
4,17:30:39,2024-03-19,CK5O223960333,20240319 173039
281,17:30:42,2024-03-19,CK5O223960352,20240319 173042
503,17:30:43,2024-03-19,CK5O223960297,20240319 173043
628,17:30:44,2024-03-19,CK5O223960333,20240319 173044
648,17:30:48,2024-03-19,CK5O223960297,20240319 173048
725,17:30:48,2024-03-19,CK5O223960352,20240319 173048
559,17:30:50,2024-03-19,CK5O223960333,20240319 173050
583,17:30:54,2024-03-19,CK5O223960352,20240319 173054
35,17:30:55,2024-03-19,CK5O223960297,20240319 173055
580,17:30:57,2024-03-19,CK5O223960333,20240319 173057
322,17:31:01,2024-03-19,CK5O223960297,20240319 173101
104,17:31:04,2024-03-19,CK5O223960333,20240319 173104
330,17:31:04,2024-03-19,CK5O223960352,20240319 173104
318,17:31:06,2024-03-19,CK5O223960297,20240319 173106
596,17:31:11,2024-03-19,CK5O223960297,20240319 173111
556,17:31:12,2024-03-19,CK5O223960333,20240319 173112
470,17:31:17,2024-03-19,CK5O223960297,20240319 173117
11504,17:31:18,2024-03-19,CK5O223960315,20240319 173118
459,17:31:18,2024-03-19,CK5O223960333,20240319 173118
589,17:31:18,2024-03-19,CK5O223960352,20240319 173118
527,17:31:22,2024-03-19,CK5O223960297,20240319 173122
11476,17:31:24,2024-03-19,CK5O223960315,20240319 173124
658,17:31:24,2024-03-19,CK5O223960352,20240319 173124
146,17:31:25,2024-03-19,CK5O223960333,20240319 173125
285,17:31:27,2024-03-19,CK5O223960297,20240319 173127
675,17:31:27,2024-03-19,CK5O223960352,20240319 173127
636,17:31:30,2024-03-19,CK5O223960333,20240319 173130
11512,17:31:32,2024-03-19,CK5O223960315,20240319 173132
690,17:31:33,2024-03-19,CK5O223960297,20240319 173133
700,17:31:34,2024-03-19,CK5O223960352,20240319 173134
534,17:31:38,2024-03-19,CK5O223960333,20240319 173138
727,17:31:40,2024-03-19,CK5O223960352,20240319 173140
722,17:31:44,2024-03-19,CK5O223960333,20240319 173144
726,17:31:45,2024-03-19,CK5O223960352,20240319 173145
21,17:31:51,2024-03-19,CK5O223960333,20240319 173151
692,17:31:51,2024-03-19,CK5O223960352,20240319 173151
472,17:31:56,2024-03-19,CK5O223960297,20240319 173156
533,17:31:57,2024-03-19,CK5O223960352,20240319 173157
118,17:32:00,2024-03-19,CK5O223960333,20240319 173200
441,17:32:00,2024-03-19,CK5O223960297,20240319 173200
668,17:32:03,2024-03-19,CK5O223960352,20240319 173203
563,17:32:04,2024-03-19,CK5O223960333,20240319 173204
696,17:32:06,2024-03-19,CK5O223960297,20240319 173206
17,17:32:11,2024-03-19,CK5O223960333,20240319 173211
20,17:32:16,2024-03-19,CK5O223960333,20240319 173216
469,17:32:16,2024-03-19,CK5O223960297,20240319 173216
623,17:32:20,2024-03-19,CK5O223960352,20240319 173220
422,17:32:24,2024-03-19,CK5O223960297,20240319 173224
122,17:32:25,2024-03-19,CK5O223960333,20240319 173225
11489,17:32:28,2024-03-19,CK5O223960315,20240319 173228
587,17:32:28,2024-03-19,CK5O223960352,20240319 173228
446,17:32:30,2024-03-19,CK5O223960297,20240319 173230
524,17:32:34,2024-03-19,CK5O223960352,20240319 173234
532,17:32:37,2024-03-19,CK5O223960297,20240319 173237
570,17:32:39,2024-03-19,CK5O223960333,20240319 173239
641,17:32:40,2024-03-19,CK5O223960352,20240319 173240
467,17:32:43,2024-03-19,CK5O223960297,20240319 173243
645,17:32:45,2024-03-19,CK5O223960352,20240319 173245
666,17:32:49,2024-03-19,CK5O223960297,20240319 173249
625,17:32:51,2024-03-19,CK5O223960352,20240319 173251
11492,17:32:55,2024-03-19,CK5O223960315,20240319 173255
319,17:32:56,2024-03-19,CK5O223960333,20240319 173256
304,17:32:57,2024-03-19,CK5O223960297,20240319 173257
644,17:32:58,2024-03-19,CK5O223960352,20240319 173258
576,17:33:06,2024-03-19,CK5O223960352,20240319 173306
643,17:33:12,2024-03-19,CK5O223960352,20240319 173312
91,17:33:17,2024-03-19,CK5O223960352,20240319 173317
15,17:33:18,2024-03-19,CK5O223960333,20240319 173318
293,17:33:20,2024-03-19,CK5O223960297,20240319 173320
687,17:33:22,2024-03-19,CK5O223960352,20240319 173322
659,17:33:27,2024-03-19,CK5O223960352,20240319 173327
1,17:33:28,2024-03-19,CK5O223960297,20240319 173328
23,17:33:30,2024-03-19,CK5O223960333,20240319 173330
705,17:33:33,2024-03-19,CK5O223960352,20240319 173333
315,17:33:36,2024-03-19,CK5O223960297,20240319 173336
663,17:33:36,2024-03-19,CK5O223960333,20240319 173336
685,17:33:38,2024-03-19,CK5O223960352,20240319 173338
11525,17:33:43,2024-03-19,CK5O223960315,20240319 173343
301,17:33:44,2024-03-19,CK5O223960352,20240319 173344
51,17:33:44,2024-03-19,CK5O223960333,20240319 173344
364,17:33:49,2024-03-19,CK5O223960333,20240319 173349
616,17:33:49,2024-03-19,CK5O223960352,20240319 173349
11407,17:33:51,2024-03-19,CK5O223960315,20240319 173351
670,17:33:56,2024-03-19,CK5O223960352,20240319 173356
553,17:34:00,2024-03-19,CK5O223960352,20240319 173400
572,17:34:09,2024-03-19,CK5O223960352,20240319 173409
00027,17:34:12,2024-03-19,CK5O223960333,20240319 173412
711,17:34:15,2024-03-19,CK5O223960352,20240319 173415
607,17:34:31,2024-03-19,CK5O223960352,20240319 173431
653,17:34:36,2024-03-19,CK5O223960352,20240319 173436
24,17:34:37,2024-03-19,CK5O223960333,20240319 173437
631,17:34:41,2024-03-19,CK5O223960352,20240319 173441
16,17:34:48,2024-03-19,CK5O223960333,20240319 173448
337,17:34:49,2024-03-19,CK5O223960352,20240319 173449
585,17:34:57,2024-03-19,CK5O223960333,20240319 173457
635,17:34:58,2024-03-19,CK5O223960352,20240319 173458
699,17:35:05,2024-03-19,CK5O223960333,20240319 173505
665,17:35:06,2024-03-19,CK5O223960352,20240319 173506
162,17:35:13,2024-03-19,CK5O223960352,20240319 173513
6,17:35:14,2024-03-19,CK5O223960333,20240319 173514
18,17:35:21,2024-03-19,CK5O223960352,20240319 173521
190,17:35:28,2024-03-19,CK5O223960333,20240319 173528
561,17:35:32,2024-03-19,CK5O223960352,20240319 173532
701,17:35:33,2024-03-19,CK5O223960333,20240319 173533
29,17:35:41,2024-03-19,CK5O223960333,20240319 173541
430,17:35:41,2024-03-19,CK5O223960352,20240319 173541
130,17:35:47,2024-03-19,CK5O223960333,20240319 173547
143,17:35:53,2024-03-19,CK5O223960333,20240319 173553
593,17:35:59,2024-03-19,CK5O223960333,20240319 173559
286,17:36:05,2024-03-19,CK5O223960333,20240319 173605
608,17:36:11,2024-03-19,CK5O223960333,20240319 173611
36,17:36:17,2024-03-19,CK5O223960333,20240319 173617
42,17:36:46,2024-03-19,CK5O223960333,20240319 173646
40,17:37:00,2024-03-19,CK5O223960333,20240319 173700
512,17:37:07,2024-03-19,CK5O223960333,20240319 173707
11292,17:38:13,2024-03-19,CK5O223960315,20240319 173813
11395,17:40:13,2024-03-19,CK5O223960315,20240319 174013
279,17:46:03,2024-03-19,CK5O223960315,20240319 174603
11513,17:51:58,2024-03-19,CK5O223960315,20240319 175158
10025,17:57:32,2024-03-19,CK5O223960315,20240319 175732
11360,18:03:47,2024-03-19,CK5O223960315,20240319 180347
11349,18:06:38,2024-03-19,CK5O223960315,20240319 180638
10019,18:12:34,2024-03-19,CK5O223960315,20240319 181234
10028,18:12:57,2024-03-19,CK5O223960315,20240319 181257
10029,18:13:07,2024-03-19,CK5O223960315,20240319 181307
345,18:19:46,2024-03-19,CK5O223960315,20240319 181946
11280,18:20:00,2024-03-19,CK5O223960333,20240319 182000
90,18:20:58,2024-03-19,CK5O223960315,20240319 182058
11524,18:25:08,2024-03-19,CK5O223960315,20240319 182508
26,18:28:30,2024-03-19,CK5O223960315,20240319 182830
11426,18:29:02,2024-03-19,CK5O223960315,20240319 182902
11257,18:29:14,2024-03-19,CK5O223960315,20240319 182914
11314,18:29:27,2024-03-19,CK5O223960315,20240319 182927
11415,18:29:39,2024-03-19,CK5O223960315,20240319 182939
11449,18:29:46,2024-03-19,CK5O223960315,20240319 182946
111,18:29:58,2024-03-19,CK5O223960315,20240319 182958
10017,18:30:05,2024-03-19,CK5O223960315,20240319 183005
11486,18:30:10,2024-03-19,CK5O223960315,20240319 183010
11333,18:30:16,2024-03-19,CK5O223960315,20240319 183016
11520,18:30:21,2024-03-19,CK5O223960315,20240319 183021
11422,18:30:26,2024-03-19,CK5O223960315,20240319 183026
11424,18:30:35,2024-03-19,CK5O223960315,20240319 183035
11464,18:30:41,2024-03-19,CK5O223960315,20240319 183041
11425,18:30:47,2024-03-19,CK5O223960315,20240319 183047
11497,18:30:52,2024-03-19,CK5O223960315,20240319 183052
11416,18:30:59,2024-03-19,CK5O223960315,20240319 183059
11417,18:31:06,2024-03-19,CK5O223960315,20240319 183106
10,18:31:13,2024-03-19,CK5O223960315,20240319 183113
11478,18:31:19,2024-03-19,CK5O223960315,20240319 183119
10009,18:31:25,2024-03-19,CK5O223960315,20240319 183125
11440,18:31:30,2024-03-19,CK5O223960315,20240319 183130
11503,18:31:35,2024-03-19,CK5O223960315,20240319 183135
11418,18:31:40,2024-03-19,CK5O223960315,20240319 183140
11419,18:31:46,2024-03-19,CK5O223960315,20240319 183146
11325,18:31:52,2024-03-19,CK5O223960315,20240319 183152
11353,18:31:58,2024-03-19,CK5O223960315,20240319 183158
11247,18:32:05,2024-03-19,CK5O223960315,20240319 183205
10011,18:32:10,2024-03-19,CK5O223960315,20240319 183210
10010,18:32:18,2024-03-19,CK5O223960315,20240319 183218
11351,18:32:24,2024-03-19,CK5O223960315,20240319 183224
55,18:32:24,2024-03-19,CK5O223960333,20240319 183224
11438,18:32:28,2024-03-19,CK5O223960315,20240319 183228
11506,18:32:35,2024-03-19,CK5O223960315,20240319 183235
32,18:32:40,2024-03-19,CK5O223960315,20240319 183240
11500,18:32:45,2024-03-19,CK5O223960315,20240319 183245
11451,18:32:50,2024-03-19,CK5O223960315,20240319 183250
11471,18:32:56,2024-03-19,CK5O223960315,20240319 183256
11465,18:33:01,2024-03-19,CK5O223960315,20240319 183301
11494,18:33:06,2024-03-19,CK5O223960315,20240319 183306
11305,18:33:12,2024-03-19,CK5O223960315,20240319 183312
11502,18:33:18,2024-03-19,CK5O223960315,20240319 183318
11491,18:33:25,2024-03-19,CK5O223960315,20240319 183325
11493,18:33:30,2024-03-19,CK5O223960315,20240319 183330
11490,18:33:36,2024-03-19,CK5O223960315,20240319 183336
11466,18:33:42,2024-03-19,CK5O223960315,20240319 183342
11298,18:33:48,2024-03-19,CK5O223960315,20240319 183348
43,18:33:54,2024-03-19,CK5O223960315,20240319 183354
13,18:33:58,2024-03-19,CK5O223960315,20240319 183358
10004,18:34:05,2024-03-19,CK5O223960315,20240319 183405
11508,18:34:11,2024-03-19,CK5O223960315,20240319 183411
49,18:34:28,2024-03-19,CK5O223960315,20240319 183428
10012,18:34:34,2024-03-19,CK5O223960315,20240319 183434
11442,18:34:40,2024-03-19,CK5O223960315,20240319 183440
10013,18:34:46,2024-03-19,CK5O223960315,20240319 183446
58,18:34:48,2024-03-19,CK5O223960333,20240319 183448
11400,18:34:53,2024-03-19,CK5O223960315,20240319 183453
11328,18:35:00,2024-03-19,CK5O223960315,20240319 183500
11350,18:35:07,2024-03-19,CK5O223960315,20240319 183507
11369,18:35:15,2024-03-19,CK5O223960315,20240319 183515
11308,18:35:21,2024-03-19,CK5O223960315,20240319 183521
11507,18:35:41,2024-03-19,CK5O223960315,20240319 183541
10005,18:35:53,2024-03-19,CK5O223960315,20240319 183553
11437,18:36:01,2024-03-19,CK5O223960315,20240319 183601
11302,18:36:07,2024-03-19,CK5O223960315,20240319 183607
11446,18:36:14,2024-03-19,CK5O223960315,20240319 183614
11495,18:36:20,2024-03-19,CK5O223960315,20240319 183620
39,18:36:25,2024-03-19,CK5O223960315,20240319 183625
11445,18:36:30,2024-03-19,CK5O223960315,20240319 183630
11434,18:36:40,2024-03-19,CK5O223960315,20240319 183640
11444,18:36:47,2024-03-19,CK5O223960315,20240319 183647
11384,18:36:53,2024-03-19,CK5O223960315,20240319 183653
11443,18:37:00,2024-03-19,CK5O223960315,20240319 183700
109,18:37:06,2024-03-19,CK5O223960315,20240319 183706
108,18:37:12,2024-03-19,CK5O223960315,20240319 183712
110,18:37:23,2024-03-19,CK5O223960315,20240319 183723
11447,18:37:31,2024-03-19,CK5O223960315,20240319 183731
11283,18:37:40,2024-03-19,CK5O223960315,20240319 183740
41,18:37:46,2024-03-19,CK5O223960315,20240319 183746
10008,18:37:53,2024-03-19,CK5O223960315,20240319 183753
11354,18:37:59,2024-03-19,CK5O223960315,20240319 183759
10015,18:38:08,2024-03-19,CK5O223960315,20240319 183808
52,18:38:17,2024-03-19,CK5O223960315,20240319 183817
72,18:38:26,2024-03-19,CK5O223960315,20240319 183826
11428,18:38:33,2024-03-19,CK5O223960315,20240319 183833
38,18:38:45,2024-03-19,CK5O223960315,20240319 183845
11394,18:38:54,2024-03-19,CK5O223960315,20240319 183854
10006,18:39:06,2024-03-19,CK5O223960315,20240319 183906
62,18:39:13,2024-03-19,CK5O223960315,20240319 183913
207,18:39:32,2024-03-19,CK5O223960315,20240319 183932
10014,18:39:46,2024-03-19,CK5O223960315,20240319 183946
98,18:39:55,2024-03-19,CK5O223960315,20240319 183955
19,18:40:07,2024-03-19,CK5O223960315,20240319 184007
60,18:40:19,2024-03-19,CK5O223960333,20240319 184019
58,18:40:28,2024-03-19,CK5O223960333,20240319 184028
57,18:40:32,2024-03-19,CK5O223960333,20240319 184032
11515,18:45:30,2024-03-19,CK5O223960315,20240319 184530
97,18:46:00,2024-03-19,CK5O223960315,20240319 184600
11523,18:46:34,2024-03-19,CK5O223960333,20240319 184634
11225,18:46:59,2024-03-19,CK5O223960315,20240319 184659
10024,19:15:46,2024-03-19,CK5O223960315,20240319 191546
347,19:29:50,2024-03-19,CK5O223960315,20240319 192950
00011,19:31:36,2024-03-19,CK5O223960352,20240319 193136
10018,19:53:15,2024-03-19,CK5O223960315,20240319 195315
14,20:02:37,2024-03-19,CK5O223960333,20240319 200237
5,20:02:51,2024-03-19,CK5O223960333,20240319 200251
716,20:03:49,2024-03-19,CK5O223960333,20240319 200349
610,20:05:18,2024-03-19,CK5O223960333,20240319 200518
59,20:05:44,2024-03-19,CK5O223960333,20240319 200544
102,20:07:01,2024-03-19,CK5O223960315,20240319 200701
728,20:14:07,2024-03-19,CK5O223960333,20240319 201407
538,20:18:35,2024-03-19,CK5O223960333,20240319 201835
61,20:20:26,2024-03-19,CK5O223960333,20240319 202026
105,20:20:36,2024-03-19,CK5O223960315,20240319 202036
81,20:24:45,2024-03-19,CK5O223960315,20240319 202445
320,20:53:25,2024-03-19,CK5O223960315,20240319 205325
309,20:58:06,2024-03-19,CK5O223960315,20240319 205806
349,21:00:23,2024-03-19,CK5O223960315,20240319 210023
338,21:02:32,2024-03-19,CK5O223960315,20240319 210232
292,21:02:46,2024-03-19,CK5O223960315,20240319 210246
308,21:03:16,2024-03-19,CK5O223960315,20240319 210316
11511,21:08:49,2024-03-19,CK5O223960315,20240319 210849
75,21:15:21,2024-03-19,CK5O223960315,20240319 211521
296,21:15:36,2024-03-19,CK5O223960315,20240319 211536
10022,21:19:51,2024-03-19,CK5O223960315,20240319 211951
11430,21:20:20,2024-03-19,CK5O223960315,20240319 212020
354,21:21:37,2024-03-19,CK5O223960315,20240319 212137
11521,21:24:38,2024-03-19,CK5O223960315,20240319 212438
329,21:31:47,2024-03-19,CK5O223960315,20240319 213147
311,21:42:51,2024-03-19,CK5O223960315,20240319 214251
54,21:57:35,2024-03-19,CK5O223960333,20240319 215735
355,22:01:55,2024-03-19,CK5O223960315,20240319 220155
10023,22:06:43,2024-03-19,CK5O223960315,20240319 220643
346,22:15:27,2024-03-19,CK5O223960315,20240319 221527
328,22:29:05,2024-03-19,CK5O223960315,20240319 222905
329,06:14:12,2024-03-20,CK5O223960315,20240320 061412
308,06:43:56,2024-03-20,CK5O223960315,20240320 064356
320,07:00:22,2024-03-20,CK5O223960315,20240320 070022
309,07:09:07,2024-03-20,CK5O223960315,20240320 070907
320,07:15:22,2024-03-20,CK5O223960315,20240320 071522
296,07:24:28,2024-03-20,CK5O223960315,20240320 072428
263,07:42:55,2024-03-20,CK5O223960315,20240320 074255
11514T,07:43:03,2024-03-20,CK5O223960315,20240320 074303
344,07:50:02,2024-03-20,CK5O223960315,20240320 075002
11257,07:58:14,2024-03-20,CK5O223960315,20240320 075814
11426,07:58:21,2024-03-20,CK5O223960315,20240320 075821
54,07:59:52,2024-03-20,CK5O223960333,20240320 075952
11292,08:08:41,2024-03-20,CK5O223960315,20240320 080841
10024,08:23:55,2024-03-20,CK5O223960315,20240320 082355
612,08:27:17,2024-03-20,CK5O223960333,20240320 082717
195,08:27:36,2024-03-20,CK5O223960315,20240320 082736
146,08:29:01,2024-03-20,CK5O223960333,20240320 082901
10019,08:29:32,2024-03-20,CK5O223960315,20240320 082932
11480,08:31:23,2024-03-20,CK5O223960315,20240320 083123
11520,08:31:37,2024-03-20,CK5O223960315,20240320 083137
345,08:31:47,2024-03-20,CK5O223960315,20240320 083147
19,08:32:48,2024-03-20,CK5O223960315,20240320 083248
676,08:33:30,2024-03-20,CK5O223960297,20240320 083330
26,08:35:04,2024-03-20,CK5O223960315,20240320 083504
00027,08:35:40,2024-03-20,CK5O223960333,20240320 083540
650,08:37:36,2024-03-20,CK5O223960333,20240320 083736
10010,08:41:21,2024-03-20,CK5O223960315,20240320 084121
11418,08:41:56,2024-03-20,CK5O223960315,20240320 084156
10028,08:42:03,2024-03-20,CK5O223960315,20240320 084203
11423,08:42:55,2024-03-20,CK5O223960315,20240320 084255
90,08:43:01,2024-03-20,CK5O223960315,20240320 084301
11349,08:44:01,2024-03-20,CK5O223960315,20240320 084401
721,08:44:42,2024-03-20,CK5O223960333,20240320 084442
720,08:44:48,2024-03-20,CK5O223960333,20240320 084448
11425,08:45:18,2024-03-20,CK5O223960315,20240320 084518
60,08:46:27,2024-03-20,CK5O223960333,20240320 084627
3,08:46:33,2024-03-20,CK5O223960333,20240320 084633
729,08:46:40,2024-03-20,CK5O223960333,20240320 084640
214,08:47:02,2024-03-20,CK5O223960333,20240320 084702
547,08:47:07,2024-03-20,CK5O223960333,20240320 084707
614,08:47:13,2024-03-20,CK5O223960333,20240320 084713
10029,08:47:29,2024-03-20,CK5O223960315,20240320 084729
6,08:48:13,2024-03-20,CK5O223960333,20240320 084813
11419,08:48:16,2024-03-20,CK5O223960315,20240320 084816
585,08:48:24,2024-03-20,CK5O223960333,20240320 084824
425,08:48:44,2024-03-20,CK5O223960333,20240320 084844
11499,08:48:48,2024-03-20,CK5O223960315,20240320 084848
20,08:48:49,2024-03-20,CK5O223960333,20240320 084849
656,08:48:55,2024-03-20,CK5O223960333,20240320 084855
21,08:49:03,2024-03-20,CK5O223960333,20240320 084903
29,08:49:08,2024-03-20,CK5O223960333,20240320 084908
4,08:49:16,2024-03-20,CK5O223960333,20240320 084916
275,08:49:44,2024-03-20,CK5O223960352,20240320 084944
703,08:50:04,2024-03-20,CK5O223960333,20240320 085004
725,08:50:13,2024-03-20,CK5O223960333,20240320 085013
11512,08:50:16,2024-03-20,CK5O223960315,20240320 085016
658,08:50:19,2024-03-20,CK5O223960333,20240320 085019
10004,08:50:26,2024-03-20,CK5O223960315,20240320 085026
690,08:50:27,2024-03-20,CK5O223960297,20240320 085027
11444,08:50:33,2024-03-20,CK5O223960315,20240320 085033
587,08:50:46,2024-03-20,CK5O223960333,20240320 085046
570,08:50:55,2024-03-20,CK5O223960333,20240320 085055
675,08:51:01,2024-03-20,CK5O223960333,20240320 085101
11522,08:51:18,2024-03-20,CK5O223960315,20240320 085118
11461,08:51:36,2024-03-20,CK5O223960315,20240320 085136
91,08:51:43,2024-03-20,CK5O223960333,20240320 085143
43,08:52:41,2024-03-20,CK5O223960315,20240320 085241
109,08:52:57,2024-03-20,CK5O223960315,20240320 085257
5,08:53:13,2024-03-20,CK5O223960333,20240320 085313
10011,08:53:27,2024-03-20,CK5O223960315,20240320 085327
716,08:53:36,2024-03-20,CK5O223960333,20240320 085336
114,08:53:50,2024-03-20,CK5O223960333,20240320 085350
39,08:53:58,2024-03-20,CK5O223960315,20240320 085358
557,08:54:02,2024-03-20,CK5O223960333,20240320 085402
11421,08:54:06,2024-03-20,CK5O223960315,20240320 085406
580,08:54:12,2024-03-20,CK5O223960333,20240320 085412
722,08:54:23,2024-03-20,CK5O223960333,20240320 085423
464,08:54:32,2024-03-20,CK5O223960333,20240320 085432
24,08:54:42,2024-03-20,CK5O223960333,20240320 085442
542,08:55:11,2024-03-20,CK5O223960333,20240320 085511
106,08:55:37,2024-03-20,CK5O223960333,20240320 085537
32,08:55:43,2024-03-20,CK5O223960315,20240320 085543
55,08:55:44,2024-03-20,CK5O223960333,20240320 085544
15,08:56:05,2024-03-20,CK5O223960333,20240320 085605
702,08:56:43,2024-03-20,CK5O223960333,20240320 085643
38,08:56:47,2024-03-20,CK5O223960315,20240320 085647
11394,08:56:54,2024-03-20,CK5O223960315,20240320 085654
11476,08:57:00,2024-03-20,CK5O223960315,20240320 085700
11424,08:57:16,2024-03-20,CK5O223960315,20240320 085716
523,08:57:17,2024-03-20,CK5O223960297,20240320 085717
11305,08:57:36,2024-03-20,CK5O223960315,20240320 085736
11416,08:57:47,2024-03-20,CK5O223960315,20240320 085747
430,08:57:51,2024-03-20,CK5O223960333,20240320 085751
11497,08:57:55,2024-03-20,CK5O223960315,20240320 085755
11503,08:58:01,2024-03-20,CK5O223960315,20240320 085801
11495,08:58:07,2024-03-20,CK5O223960315,20240320 085807
701,08:58:19,2024-03-20,CK5O223960333,20240320 085819
11527,08:58:20,2024-03-20,CK5O223960315,20240320 085820
58,08:58:23,2024-03-20,CK5O223960333,20240320 085823
2,08:58:28,2024-03-20,CK5O223960333,20240320 085828
625,08:58:36,2024-03-20,CK5O223960333,20240320 085836
705,08:58:43,2024-03-20,CK5O223960333,20240320 085843
330,08:58:49,2024-03-20,CK5O223960333,20240320 085849
281,08:58:54,2024-03-20,CK5O223960333,20240320 085854
118,08:58:59,2024-03-20,CK5O223960333,20240320 085859
00011,08:59:09,2024-03-20,CK5O223960352,20240320 085909
11478,08:59:09,2024-03-20,CK5O223960315,20240320 085909
11369,08:59:40,2024-03-20,CK5O223960315,20240320 085940
635,08:59:56,2024-03-20,CK5O223960333,20240320 085956
631,09:00:04,2024-03-20,CK5O223960333,20240320 090004
608,09:00:09,2024-03-20,CK5O223960333,20240320 090009
524,09:00:11,2024-03-20,CK5O223960352,20240320 090011
561,09:00:18,2024-03-20,CK5O223960352,20240320 090018
8,09:00:19,2024-03-20,CK5O223960333,20240320 090019
11474,09:00:21,2024-03-20,CK5O223960315,20240320 090021
668,09:00:26,2024-03-20,CK5O223960333,20240320 090026
11247,09:00:28,2024-03-20,CK5O223960315,20240320 090028
10005,09:00:36,2024-03-20,CK5O223960315,20240320 090036
706,09:00:38,2024-03-20,CK5O223960333,20240320 090038
11504,09:00:42,2024-03-20,CK5O223960315,20240320 090042
11417,09:00:46,2024-03-20,CK5O223960315,20240320 090046
503,09:00:48,2024-03-20,CK5O223960333,20240320 090048
643,09:00:54,2024-03-20,CK5O223960333,20240320 090054
